model_2008,displ_2008,cyl_2008,trans_2008,drive_2008,fuel_2008,veh_class_2008,air_pollut_2008,city_mpg_2008,hwy_mpg_2008,cmb_mpg_2008,greenhouse_2008,smartway_2008,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
CHRYSLER Sebring,2.4,4,Auto-L4,2WD,Gasoline,midsize car,7.0,21.0,30.0,24.0,7,yes,DODGE Charger,6.4,8.0,Auto-8,2WD,Gasoline,large car,1.0,15.0,25.0,18.0,3.0,No
CHRYSLER Sebring,3.5,6,Auto-L6,4WD,Gasoline,midsize car,7.0,15.0,24.0,18.0,5,no,DODGE Charger SRT,6.2,8.0,Auto-8,2WD,Gasoline,large car,1.0,13.0,22.0,16.0,2.0,No
CHRYSLER Sebring,3.5,6,Auto-L6,2WD,Gasoline,midsize car,7.0,16.0,26.0,19.0,5,no,DODGE Charger SRT,6.4,8.0,Auto-8,2WD,Gasoline,large car,1.0,15.0,25.0,18.0,3.0,No
CHRYSLER Sebring,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6.0,21.0,30.0,24.0,7,yes,DODGE Durango,3.6,6.0,Auto-8,2WD,Gasoline,standard SUV,5.0,19.0,26.0,21.0,4.0,No
CHRYSLER Sebring,2.7,6,Auto-L4,2WD,Gasoline,midsize car,6.0,19.0,27.0,22.0,6,no,DODGE Durango,3.6,6.0,Auto-8,4WD,Gasoline,standard SUV,5.0,18.0,25.0,21.0,4.0,No
CHRYSLER Sebring Convertible,2.4,4,Auto-L4,2WD,Gasoline,small car,7.0,20.0,29.0,23.0,7,yes,DODGE Durango,5.7,8.0,Auto-8,2WD,Gasoline,standard SUV,3.0,14.0,22.0,17.0,3.0,No
CHRYSLER Sebring Convertible,3.5,6,Auto-L6,2WD,Gasoline,small car,7.0,16.0,26.0,19.0,5,no,DODGE Durango,5.7,8.0,Auto-8,4WD,Gasoline,standard SUV,3.0,14.0,22.0,17.0,3.0,No
CHRYSLER Sebring Convertible,2.4,4,Auto-L4,2WD,Gasoline,small car,6.0,20.0,29.0,23.0,7,yes,DODGE Durango  SRT,6.4,8.0,Auto-8,4WD,Gasoline,standard SUV,1.0,13.0,19.0,15.0,2.0,No
CHRYSLER Sebring Convertible,2.7,6,Auto-L4,2WD,Gasoline,small car,6.0,18.0,26.0,21.0,6,no,DODGE Journey,2.4,4.0,Auto-4,2WD,Gasoline,small SUV,3.0,19.0,25.0,21.0,4.0,No
CHRYSLER Town & Country,3.3,6,Auto-L4,2WD,Gasoline,minivan,7.0,17.0,24.0,19.0,5,no,DODGE Journey,3.6,6.0,Auto-6,4WD,Gasoline,small SUV,3.0,16.0,24.0,19.0,3.0,No
CHRYSLER Town & Country,3.8,6,Auto-L6,2WD,Gasoline,minivan,7.0,16.0,23.0,18.0,5,no,FERRARI 488 Spider,3.9,8.0,AutoMan-7,2WD,Gasoline,small car,3.0,15.0,22.0,18.0,3.0,No
CHRYSLER Town & Country,4.0,6,Auto-L6,2WD,Gasoline,minivan,7.0,16.0,23.0,18.0,5,no,FERRARI 488 Spider,3.9,8.0,AutoMan-7,2WD,Gasoline,small car,3.0,16.0,22.0,18.0,3.0,No
DODGE Avenger,2.4,4,Auto-L4,2WD,Gasoline,midsize car,7.0,21.0,30.0,24.0,7,yes,FERRARI 488 gtb,3.9,8.0,AutoMan-7,2WD,Gasoline,small car,3.0,15.0,22.0,18.0,3.0,No
DODGE Avenger,3.5,6,Auto-L6,4WD,Gasoline,midsize car,7.0,15.0,24.0,18.0,5,no,FERRARI 488 gtb,3.9,8.0,AutoMan-7,2WD,Gasoline,small car,3.0,16.0,22.0,18.0,3.0,No
DODGE Avenger,3.5,6,Auto-L6,2WD,Gasoline,midsize car,7.0,16.0,26.0,19.0,5,no,FERRARI 812 Superfast,6.5,12.0,AutoMan-7,2WD,Gasoline,small car,3.0,12.0,16.0,13.0,1.0,No
DODGE Avenger,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6.0,21.0,30.0,24.0,7,yes,FERRARI California T,3.9,8.0,AutoMan-7,2WD,Gasoline,small car,3.0,16.0,23.0,18.0,3.0,No
DODGE Avenger,2.7,6,Auto-L4,2WD,Gasoline,midsize car,6.0,19.0,27.0,22.0,6,no,FERRARI California T,3.9,8.0,AutoMan-7,2WD,Gasoline,small car,3.0,16.0,23.0,19.0,3.0,No
DODGE Caliber,2.4,4,Auto-AV,4WD,Gasoline,midsize car,7.0,21.0,24.0,22.0,6,yes,FERRARI GTC4Lusso,6.3,12.0,AutoMan-7,4WD,Gasoline,small car,3.0,12.0,17.0,13.0,1.0,No
DODGE Caliber,2.4,4,Auto-AV,2WD,Gasoline,midsize car,7.0,21.0,25.0,23.0,7,yes,FERRARI GTC4Lusso T,3.9,8.0,AutoMan-7,2WD,Gasoline,small car,3.0,15.0,21.0,17.0,3.0,No
DODGE Caliber,2.0,4,Auto-AV,2WD,Gasoline,midsize car,6.0,23.0,27.0,24.0,7,yes,FIAT 500L,1.4,4.0,Auto-6,2WD,Gasoline,station wagon,3.0,22.0,30.0,25.0,5.0,No
DODGE Caliber,2.4,4,Auto-AV,2WD,Gasoline,midsize car,6.0,21.0,25.0,23.0,7,yes,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,19.0,25.0,21.0,4.0,No
DODGE Caravan,3.3,6,Auto-L4,2WD,Gasoline,minivan,7.0,17.0,24.0,19.0,5,no,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,20.0,25.0,22.0,4.0,No
DODGE Caravan,3.8,6,Auto-L6,2WD,Gasoline,minivan,7.0,16.0,23.0,18.0,5,no,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,20.0,26.0,22.0,4.0,No
DODGE Caravan,4.0,6,Auto-L6,2WD,Gasoline,minivan,7.0,16.0,23.0,18.0,5,no,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,18.0,23.0,20.0,4.0,No
DODGE Challenger,6.1,8,Auto-L5,2WD,Gasoline,midsize car,6.0,13.0,18.0,15.0,3,no,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,18.0,24.0,21.0,4.0,No
DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,19.0,24.0,21.0,4.0,No
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,FORD F150,3.3,6.0,SemiAuto-6,2WD,Gasoline,pickup,5.0,19.0,24.0,21.0,4.0,No
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,FORD F150,3.3,6.0,SemiAuto-6,2WD,Gasoline,pickup,5.0,19.0,25.0,22.0,4.0,No
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,FORD F150,3.3,6.0,SemiAuto-6,4WD,Gasoline,pickup,5.0,17.0,22.0,19.0,3.0,No
DODGE Charger,6.1,8,Auto-L5,2WD,Gasoline,large car,6.0,13.0,18.0,15.0,3,no,FORD F150,3.3,6.0,SemiAuto-6,4WD,Gasoline,pickup,5.0,18.0,23.0,20.0,4.0,No
DODGE Dakota,3.7,6,Auto-L4,2WD,Gasoline,pickup,7.0,15.0,20.0,17.0,4,no,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,17.0,21.0,19.0,3.0,No
DODGE Dakota,3.7,6,Auto-L4,4WD,Gasoline,pickup,7.0,14.0,18.0,15.0,3,no,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,17.0,22.0,19.0,3.0,No
DODGE Dakota,4.7,8,Auto-L5,2WD,Gasoline,pickup,7.0,14.0,19.0,15.0,3,no,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,18.0,25.0,21.0,4.0,No
DODGE Dakota,4.7,8,Auto-L5,4WD,Gasoline,pickup,7.0,14.0,19.0,15.0,3,no,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,16.0,21.0,18.0,3.0,No
DODGE Dakota,3.7,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,16.0,22.0,19.0,3.0,No
DODGE Dakota,3.7,6,Man-6,2WD,Gasoline,pickup,6.0,16.0,20.0,18.0,5,no,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,17.0,23.0,19.0,3.0,No
DODGE Dakota,3.7,6,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3,no,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3.0,16.0,20.0,17.0,3.0,No
DODGE Dakota,3.7,6,Man-6,4WD,Gasoline,pickup,6.0,15.0,19.0,16.0,4,no,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3.0,16.0,21.0,18.0,3.0,No
DODGE Durango,3.7,6,Auto-L4,2WD,Gasoline,SUV,7.0,14.0,19.0,16.0,4,no,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3.0,17.0,23.0,19.0,3.0,No
DODGE Durango,4.7,8,Auto-L5,2WD,Gasoline,SUV,7.0,14.0,19.0,15.0,3,no,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,15.0,19.0,17.0,3.0,No
DODGE Durango,4.7,8,Auto-L5,4WD,Gasoline,SUV,7.0,13.0,17.0,15.0,3,no,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,16.0,20.0,17.0,3.0,No
DODGE Durango,5.7,8,Auto-L5,2WD,Gasoline,SUV,6.0,13.0,19.0,15.0,3,no,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,16.0,22.0,18.0,3.0,No
DODGE Durango,5.7,8,Auto-L5,4WD,Gasoline,SUV,6.0,13.0,18.0,15.0,3,no,FORD F150 Raptor,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,15.0,18.0,16.0,2.0,No
DODGE Magnum,3.5,6,Auto-L5,2WD,Gasoline,SUV,7.0,17.0,24.0,20.0,6,yes,FORD Flex,3.5,6.0,SemiAuto-6,2WD,Gasoline,standard SUV,3.0,16.0,23.0,19.0,3.0,No
DODGE Magnum,3.5,6,Auto-L4,2WD,Gasoline,SUV,7.0,17.0,24.0,20.0,6,yes,FORD Flex,3.5,6.0,SemiAuto-6,4WD,Gasoline,standard SUV,3.0,15.0,21.0,17.0,3.0,No
DODGE Magnum,3.5,6,Auto-L5,4WD,Gasoline,SUV,7.0,15.0,22.0,18.0,5,no,FORD Flex,3.5,6.0,SemiAuto-6,4WD,Gasoline,standard SUV,3.0,16.0,22.0,18.0,3.0,No
DODGE Magnum,2.7,6,Auto-L4,2WD,Gasoline,SUV,6.0,18.0,26.0,21.0,6,no,FORD Fusion,1.5,4.0,SemiAuto-6,2WD,Gasoline,midsize car,7.0,23.0,34.0,27.0,6.0,No
DODGE Magnum,6.1,8,Auto-L5,2WD,Gasoline,SUV,6.0,13.0,18.0,15.0,3,no,FORD Fusion,2.0,4.0,SemiAuto-6,2WD,Gasoline,midsize car,5.0,21.0,31.0,25.0,5.0,No
DODGE Nitro,3.7,6,Auto-L4,2WD,Gasoline,SUV,7.0,16.0,22.0,18.0,5,no,FORD Fusion,2.0,4.0,SemiAuto-6,4WD,Gasoline,midsize car,5.0,20.0,29.0,23.0,5.0,No
DODGE Nitro,3.7,6,Auto-L4,4WD,Gasoline,SUV,7.0,15.0,21.0,17.0,4,no,FORD Fusion,2.5,4.0,Auto-6,2WD,Gasoline,midsize car,5.0,21.0,32.0,25.0,5.0,No
DODGE Nitro,3.7,6,Auto-L4,2WD,Gasoline,SUV,6.0,16.0,22.0,18.0,5,no,FORD Fusion,2.7,6.0,SemiAuto-6,4WD,Gasoline,midsize car,5.0,17.0,26.0,20.0,4.0,No
DODGE Nitro,3.7,6,Man-6,2WD,Gasoline,SUV,6.0,16.0,22.0,19.0,5,no,FORD Fusion Hybrid,2.0,4.0,CVT,2WD,Gasoline,midsize car,7.0,43.0,41.0,42.0,9.0,Yes
DODGE Nitro,3.7,6,Auto-L4,4WD,Gasoline,SUV,6.0,15.0,21.0,17.0,4,no,FORD Transit Connect,2.5,4.0,SemiAuto-6,2WD,Gasoline,special purpose,3.0,19.0,27.0,22.0,4.0,No
DODGE Nitro,3.7,6,Man-6,4WD,Gasoline,SUV,6.0,16.0,22.0,18.0,5,no,FORD Transit Connect,2.5,4.0,SemiAuto-6,2WD,Gasoline,special purpose,3.0,20.0,27.0,23.0,5.0,No
DODGE Nitro,4.0,6,Auto-L5,2WD,Gasoline,SUV,6.0,16.0,21.0,18.0,5,no,GENESIS G80,3.3,6.0,SemiAuto-8,2WD,Gasoline,large car,3.0,17.0,25.0,20.0,4.0,No
DODGE RAM 1500,3.7,6,Auto-L4,2WD,Gasoline,pickup,7.0,14.0,19.0,16.0,4,no,GENESIS G80,3.3,6.0,SemiAuto-8,4WD,Gasoline,large car,3.0,17.0,24.0,20.0,4.0,No
DODGE RAM 1500,4.7,8,Auto-L5,2WD,Gasoline,pickup,7.0,13.0,18.0,15.0,3,no,GENESIS G80,3.8,6.0,SemiAuto-8,2WD,Gasoline,large car,5.0,19.0,27.0,22.0,4.0,No
DODGE RAM 1500,4.7,8,Auto-L5,4WD,Gasoline,pickup,7.0,13.0,17.0,15.0,3,no,GENESIS G80,3.8,6.0,SemiAuto-8,4WD,Gasoline,large car,5.0,18.0,25.0,20.0,4.0,No
DODGE RAM 1500,3.7,6,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,GENESIS G80,5.0,8.0,SemiAuto-8,2WD,Gasoline,large car,5.0,16.0,24.0,19.0,3.0,No
DODGE RAM 1500,3.7,6,Man-6,2WD,Gasoline,pickup,6.0,16.0,19.0,17.0,4,no,GENESIS G80,5.0,8.0,SemiAuto-8,4WD,Gasoline,large car,5.0,15.0,23.0,18.0,3.0,No
DODGE RAM 1500,4.7,8,Man-6,2WD,Gasoline,pickup,6.0,13.0,17.0,14.0,2,no,GENESIS G90,3.3,6.0,SemiAuto-8,2WD,Gasoline,large car,3.0,17.0,24.0,20.0,4.0,No
DODGE RAM 1500,4.7,8,Man-6,4WD,Gasoline,pickup,6.0,12.0,16.0,14.0,2,no,GENESIS G90,3.3,6.0,SemiAuto-8,4WD,Gasoline,large car,3.0,17.0,24.0,20.0,4.0,No
DODGE RAM 1500,5.7,8,Auto-L5,2WD,Gasoline,pickup,6.0,13.0,19.0,15.0,3,no,GENESIS G90,5.0,8.0,SemiAuto-8,2WD,Gasoline,large car,5.0,16.0,24.0,19.0,3.0,No
DODGE RAM 1500,5.7,8,Auto-L5,4WD,Gasoline,pickup,6.0,13.0,17.0,14.0,2,no,GENESIS G90,5.0,8.0,SemiAuto-8,4WD,Gasoline,large car,5.0,15.0,23.0,18.0,3.0,No
DODGE Viper,8.4,10,Man-6,2WD,Gasoline,small car,6.0,13.0,22.0,16.0,4,no,GMC Acadia,2.5,4.0,Auto-6,2WD,Gasoline,standard SUV,3.0,21.0,26.0,23.0,5.0,No
DODGE Viper Convertible,8.4,10,Man-6,2WD,Gasoline,small car,6.0,13.0,22.0,16.0,4,no,GMC Acadia,2.5,4.0,Auto-6,4WD,Gasoline,standard SUV,3.0,21.0,25.0,23.0,5.0,No
FERRARI 599 GTB Fiorano,5.9,12,Auto-6,2WD,Gasoline,small car,6.0,11.0,15.0,12.0,0,no,GMC Acadia,3.6,6.0,Auto-6,2WD,Gasoline,standard SUV,5.0,18.0,25.0,21.0,4.0,No
FERRARI 599 GTB Fiorano,5.9,12,Man-6,2WD,Gasoline,small car,6.0,11.0,15.0,12.0,0,no,GMC Acadia,3.6,6.0,Auto-6,4WD,Gasoline,standard SUV,5.0,17.0,25.0,20.0,4.0,No
FERRARI 612 Scaglietti,5.7,12,Auto-6,2WD,Gasoline,midsize car,6.0,9.0,16.0,11.0,0,no,GMC Canyon,2.5,4.0,Auto-6,2WD,Gasoline,pickup,5.0,20.0,26.0,22.0,4.0,No
FERRARI 612 Scaglietti,5.7,12,Man-6,2WD,Gasoline,midsize car,6.0,10.0,15.0,12.0,0,no,GMC Canyon,2.5,4.0,Auto-6,4WD,Gasoline,pickup,5.0,19.0,24.0,21.0,4.0,No
FORD Edge,3.5,6,Auto-L6,2WD,Gasoline,SUV,7.0,16.0,24.0,19.0,5,no,GMC Canyon,2.5,4.0,Man-6,2WD,Gasoline,pickup,5.0,20.0,26.0,22.0,4.0,No
FORD Edge,3.5,6,Auto-L6,4WD,Gasoline,SUV,7.0,15.0,22.0,18.0,5,no,GMC Canyon,2.8,4.0,Auto-6,2WD,Diesel,pickup,3.0,22.0,30.0,25.0,4.0,No
FORD Escape,2.3,4,Man-5,2WD,Gasoline,SUV,7.0,22.0,28.0,24.0,7,yes,GMC Canyon,2.8,4.0,Auto-6,4WD,Diesel,pickup,3.0,20.0,28.0,23.0,4.0,No
FORD Escape,2.3,4,Auto-L4,2WD,Gasoline,SUV,6.0,20.0,26.0,22.0,6,no,GMC Canyon,3.6,6.0,Auto-8,2WD,Gasoline,pickup,5.0,18.0,25.0,20.0,4.0,No
FORD Escape,2.3,4,Auto-L4,4WD,Gasoline,SUV,6.0,19.0,24.0,21.0,6,no,GMC Canyon,3.6,6.0,Auto-8,2WD,Gasoline,special purpose,5.0,15.0,15.0,15.0,2.0,No
FORD Escape,3.0,6,Auto-L4,2WD,Gasoline,SUV,6.0,18.0,24.0,20.0,6,no,GMC Canyon,3.6,6.0,Auto-8,4WD,Gasoline,pickup,5.0,17.0,24.0,19.0,3.0,No
FORD Escape,3.0,6,Auto-L4,4WD,Gasoline,SUV,6.0,17.0,22.0,19.0,5,no,GMC Sierra 15,5.3,8.0,Auto-6,2WD,Gasoline,pickup,3.0,16.0,23.0,19.0,3.0,No
FORD Escape Hybrid,2.3,4,Auto-AV,2WD,Gasoline,SUV,9.5,34.0,30.0,32.0,9,yes,GMC Sierra 15,5.3,8.0,Auto-6,2WD,Gasoline,special purpose,3.0,15.0,20.0,17.0,3.0,No
FORD Escape Hybrid,2.3,4,Auto-AV,4WD,Gasoline,SUV,9.5,29.0,27.0,28.0,8,yes,GMC Sierra 15,5.3,8.0,Auto-6,4WD,Gasoline,pickup,3.0,16.0,22.0,18.0,3.0,No
FORD Expedition,5.4,8,Auto-L6,2WD,Gasoline,SUV,7.0,12.0,18.0,14.0,2,no,GMC Sierra 15,5.3,8.0,Auto-6,4WD,Gasoline,special purpose,3.0,15.0,19.0,17.0,3.0,No
FORD Explorer,4.0,6,Auto-L5,2WD,Gasoline,SUV,7.0,14.0,20.0,16.0,4,no,GMC Sierra 15,5.3,8.0,Auto-8,2WD,Gasoline,pickup,3.0,18.0,24.0,20.0,4.0,No
FORD Explorer,4.0,6,Auto-L5,4WD,Gasoline,SUV,7.0,13.0,19.0,15.0,3,no,GMC Sierra 15,5.3,8.0,Auto-8,2WD,Gasoline,pickup,3.0,16.0,22.0,18.0,3.0,No
FORD Explorer,4.6,8,Auto-L6,2WD,Gasoline,SUV,7.0,13.0,20.0,16.0,4,no,GMC Sierra 15,5.3,8.0,Auto-8,4WD,Gasoline,pickup,3.0,16.0,21.0,18.0,3.0,No
FORD Explorer,4.6,8,Auto-L6,4WD,Gasoline,SUV,7.0,13.0,19.0,15.0,3,no,GMC Sierra 15,5.3,8.0,Auto-8,4WD,Gasoline,pickup,3.0,15.0,20.0,17.0,3.0,No
FORD Explorer Sport Trac,4.0,6,Auto-L5,2WD,Gasoline,pickup,7.0,14.0,20.0,16.0,4,no,GMC Sierra 15,6.2,8.0,Auto-8,2WD,Gasoline,pickup,3.0,15.0,21.0,17.0,3.0,No
FORD Explorer Sport Trac,4.0,6,Auto-L5,4WD,Gasoline,pickup,7.0,13.0,19.0,15.0,3,no,GMC Sierra 15,6.2,8.0,Auto-8,4WD,Gasoline,pickup,3.0,15.0,20.0,17.0,3.0,No
FORD Explorer Sport Trac,4.6,8,Auto-L6,2WD,Gasoline,pickup,7.0,13.0,20.0,16.0,4,no,GMC Terrain,1.5,4.0,Auto-9,2WD,Gasoline,small SUV,5.0,26.0,30.0,28.0,6.0,No
FORD Explorer Sport Trac,4.6,8,Auto-L6,4WD,Gasoline,pickup,7.0,13.0,19.0,15.0,3,no,GMC Terrain,1.5,4.0,Auto-9,4WD,Gasoline,small SUV,5.0,24.0,28.0,26.0,5.0,No
FORD F150,5.4,8,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,GMC Terrain,1.6,4.0,Auto-6,2WD,Diesel,small SUV,3.0,28.0,39.0,32.0,6.0,No
FORD F150,5.4,8,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,GMC Terrain,1.6,4.0,Auto-6,4WD,Diesel,small SUV,3.0,28.0,38.0,32.0,6.0,No
FORD F150,4.2,6,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,GMC Terrain,2.0,4.0,Auto-9,2WD,Gasoline,small SUV,5.0,22.0,28.0,24.0,5.0,No
FORD F150,4.2,6,Man-5,2WD,Gasoline,pickup,6.0,14.0,20.0,16.0,4,no,GMC Terrain,2.0,4.0,Auto-9,4WD,Gasoline,small SUV,5.0,21.0,26.0,23.0,5.0,No
FORD F150,4.6,8,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,GMC Yukon 1500,5.3,8.0,Auto-6,2WD,Gasoline,standard SUV,3.0,16.0,23.0,19.0,3.0,No
FORD F150,4.6,8,Auto-L4,4WD,Gasoline,pickup,6.0,13.0,17.0,14.0,2,no,GMC Yukon 1500,5.3,8.0,Auto-6,4WD,Gasoline,standard SUV,3.0,16.0,22.0,18.0,3.0,No
FORD F150 STX SE,5.4,8,Auto-L4,2WD,Gasoline,pickup,7.0,14.0,19.0,15.0,3,no,GMC Yukon 1500,6.2,8.0,Auto-10,2WD,Gasoline,standard SUV,3.0,14.0,23.0,17.0,3.0,No
FORD Focus,2.0,4,Auto-L4,2WD,Gasoline,small car,9.5,24.0,33.0,28.0,8,yes,GMC Yukon 1500,6.2,8.0,Auto-10,4WD,Gasoline,standard SUV,3.0,14.0,22.0,17.0,3.0,No
FORD Focus,2.0,4,Man-5,2WD,Gasoline,small car,9.5,24.0,35.0,28.0,8,yes,GMC Yukon 1500 XL,5.3,8.0,Auto-6,2WD,Gasoline,standard SUV,3.0,16.0,23.0,19.0,3.0,No
FORD Fusion,2.3,4,Auto-L5,2WD,Gasoline,midsize car,9.5,20.0,28.0,23.0,7,yes,GMC Yukon 1500 XL,6.2,8.0,Auto-10,2WD,Gasoline,standard SUV,3.0,14.0,23.0,17.0,3.0,No
FORD Fusion,3.0,6,Auto-L6,4WD,Gasoline,midsize car,7.0,17.0,25.0,20.0,6,yes,GMC Yukon XL 1500,5.3,8.0,Auto-6,4WD,Gasoline,standard SUV,3.0,15.0,22.0,18.0,3.0,No
FORD Fusion,3.0,6,Auto-L6,2WD,Gasoline,midsize car,7.0,18.0,26.0,21.0,6,yes,GMC Yukon XL 1500,6.2,8.0,Auto-10,4WD,Gasoline,standard SUV,3.0,14.0,21.0,16.0,2.0,No
FORD Mustang,4.0,6,Auto-L5,2WD,Gasoline,small car,7.0,16.0,24.0,19.0,5,no,HONDA Civic 5Dr,1.5,4.0,CVT,2WD,Gasoline,large car,7.0,31.0,40.0,34.0,8.0,Yes
FORD Mustang,4.0,6,Man-5,2WD,Gasoline,small car,7.0,17.0,26.0,20.0,6,yes,HONDA Civic 5Dr,1.5,4.0,CVT,2WD,Gasoline,large car,3.0,31.0,40.0,34.0,8.0,Yes
FORD Mustang,4.6,8,Auto-L5,2WD,Gasoline,small car,7.0,15.0,22.0,18.0,5,no,HONDA Civic 5Dr,1.5,4.0,Man-6,2WD,Gasoline,large car,3.0,29.0,38.0,33.0,8.0,Yes
FORD Mustang,4.6,8,Man-5,2WD,Gasoline,small car,7.0,15.0,23.0,18.0,5,no,HONDA Civic 5Dr,1.5,4.0,SCV-7,2WD,Gasoline,large car,7.0,30.0,36.0,32.0,7.0,Yes
FORD Mustang,4.6,8,Auto-L5,2WD,Gasoline,small car,6.0,15.0,22.0,18.0,5,no,HONDA Civic 5Dr,1.5,4.0,SCV-7,2WD,Gasoline,large car,3.0,30.0,36.0,32.0,7.0,Yes
FORD Mustang,4.6,8,Man-5,2WD,Gasoline,small car,6.0,15.0,23.0,18.0,5,no,HONDA Fit,1.5,4.0,CVT,2WD,Gasoline,station wagon,7.0,33.0,40.0,36.0,8.0,Yes
FORD Mustang,5.4,8,Man-6,2WD,Gasoline,small car,6.0,14.0,20.0,16.0,4,no,HONDA Fit,1.5,4.0,Man-6,2WD,Gasoline,station wagon,3.0,29.0,36.0,31.0,7.0,Yes
FORD Ranger,2.3,4,Auto-L5,2WD,Gasoline,pickup,7.0,19.0,24.0,21.0,6,yes,HONDA Fit,1.5,4.0,SCV-7,2WD,Gasoline,station wagon,7.0,31.0,36.0,33.0,8.0,Yes
FORD Ranger,2.3,4,Man-5,2WD,Gasoline,pickup,7.0,21.0,26.0,23.0,7,yes,HONDA HR-V,1.8,4.0,CVT,2WD,Gasoline,station wagon,3.0,28.0,34.0,31.0,7.0,Yes
FORD Ranger,3.0,6,Auto-L5,2WD,Gasoline,pickup,7.0,15.0,20.0,17.0,4,no,HONDA HR-V,1.8,4.0,CVT,4WD,Gasoline,station wagon,3.0,27.0,31.0,29.0,6.0,No
FORD Ranger,3.0,6,Man-5,2WD,Gasoline,pickup,7.0,16.0,22.0,18.0,5,no,HONDA HR-V,1.8,4.0,Man-6,2WD,Gasoline,station wagon,3.0,25.0,33.0,28.0,6.0,No
FORD Ranger,3.0,6,Auto-L5,4WD,Gasoline,pickup,7.0,14.0,19.0,16.0,4,no,HONDA HR-V,1.8,4.0,SCV-7,2WD,Gasoline,station wagon,3.0,28.0,34.0,31.0,7.0,Yes
FORD Ranger,3.0,6,Man-5,4WD,Gasoline,pickup,7.0,15.0,20.0,17.0,4,no,HONDA HR-V,1.8,4.0,SCV-7,4WD,Gasoline,station wagon,3.0,27.0,31.0,29.0,6.0,No
FORD Ranger,4.0,6,Man-5,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,HONDA Ridgeline,3.5,6.0,Auto-6,2WD,Gasoline,pickup,3.0,19.0,26.0,22.0,4.0,No
FORD Ranger,4.0,6,Auto-L5,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,HONDA Ridgeline,3.5,6.0,Auto-6,4WD,Gasoline,pickup,3.0,18.0,25.0,21.0,4.0,No
FORD Ranger,4.0,6,Auto-L5,4WD,Gasoline,pickup,6.0,14.0,17.0,15.0,3,no,HYUNDAI Elantra,1.4,4.0,AutoMan-7,2WD,Gasoline,midsize car,3.0,32.0,40.0,35.0,8.0,Yes
FORD Ranger,4.0,6,Man-5,4WD,Gasoline,pickup,6.0,15.0,19.0,16.0,4,no,HYUNDAI Elantra,1.6,4.0,AutoMan-7,2WD,Gasoline,midsize car,3.0,26.0,33.0,29.0,6.0,No
FORD Taurus,3.5,6,Auto-L6,4WD,Gasoline,large car,9.5,17.0,24.0,19.0,5,no,HYUNDAI Elantra,1.6,4.0,Man-6,2WD,Gasoline,midsize car,3.0,22.0,30.0,25.0,5.0,No
